id,title,year,country,duration,language,rating,revenue,budget
2104,Catch That Kid,2004.0,USA,91.0,English,PG,16702864.0,18000000.0
2105,Catwoman,2004.0,USA,87.0,English,PG-13,40198710.0,100000000.0
2106,Cellular,2004.0,USA,94.0,English,PG-13,32003620.0,25000000.0
2107,Chasing Liberty,2004.0,USA,101.0,English,PG-13,12189514.0,23000000.0
2108,Chasing Liberty,2004.0,USA,101.0,English,PG-13,12189514.0,23000000.0
2109,Christmas with the Kranks,2004.0,USA,99.0,English,PG,73701902.0,60000000.0
2110,Clean,2004.0,France,110.0,French,R,136007.0,4500.0
2111,Closer,2004.0,USA,98.0,English,R,33987757.0,27000000.0
2112,Club Dread,2004.0,USA,119.0,English,R,4992159.0,8550000.0
2113,Collateral,2004.0,USA,120.0,English,R,100003492.0,65000000.0
2114,Confessions of a Teenage Drama Queen,2004.0,Germany,89.0,English,PG,29302097.0,15000000.0
2115,Connie and Carla,2004.0,USA,108.0,English,PG-13,8054280.0,20000000.0
2116,Crash,2004.0,Germany,115.0,English,R,54557348.0,6500000.0
2117,Crash,2004.0,Germany,115.0,English,R,54557348.0,6500000.0
2118,D.E.B.S.,2004.0,USA,91.0,English,PG-13,96793.0,3500000.0
2119,Dawn of the Dead,2004.0,USA,110.0,English,R,58885635.0,26000000.0
2120,Dawn of the Dead,2004.0,USA,110.0,English,R,58885635.0,26000000.0
2121,De-Lovely,2004.0,USA,125.0,English,PG-13,13337299.0,20000000.0
2122,Dead Man's Shoes,2004.0,UK,90.0,English,,6013.0,695393.0
2123,Dear Frankie,2004.0,UK,105.0,English,PG-13,1340891.0,
2124,Dear Wendy,2004.0,Italy,102.0,English,Unrated,23106.0,50000000.0
2125,Decoys,2004.0,Canada,95.0,English,R,,5000000.0
2126,District B13,2004.0,France,84.0,French,R,1197786.0,12000000.0
2127,Dodgeball: A True Underdog Story,2004.0,USA,92.0,English,PG-13,114324072.0,20000000.0
2128,Dodgeball: A True Underdog Story,2004.0,USA,92.0,English,PG-13,114324072.0,20000000.0
2129,Downfall,2004.0,Germany,178.0,German,R,5501940.0,13500000.0
2130,Ella Enchanted,2004.0,USA,96.0,English,PG,22913677.0,35000000.0
2131,Envy,2004.0,USA,99.0,English,PG-13,12181484.0,40000000.0
2132,Eternal Sunshine of the Spotless Mind,2004.0,USA,108.0,English,R,34126138.0,20000000.0
2133,Eulogy,2004.0,USA,85.0,English,R,70527.0,6500000.0
2134,EuroTrip,2004.0,USA,93.0,English,R,17718223.0,25000000.0
2135,Exorcist: The Beginning,2004.0,USA,125.0,English,R,41814863.0,50000000.0
2136,Fahrenheit 9/11,2004.0,USA,122.0,English,R,119078393.0,6000000.0
2137,Fascination,2004.0,Germany,103.0,English,R,16066.0,5000000.0
2138,Fat Albert,2004.0,USA,93.0,English,PG,48114556.0,26000000.0
2139,Fighting Tommy Riley,2004.0,USA,109.0,English,R,5199.0,200000.0
2140,Finding Neverland,2004.0,USA,101.0,English,PG,51676606.0,25000000.0
2141,Flight of the Phoenix,2004.0,USA,113.0,English,PG-13,21009180.0,45000000.0
2142,Freeze Frame,2004.0,UK,99.0,English,R,,2000000.0
2143,Garden State,2004.0,USA,102.0,English,R,26781723.0,2500000.0
2144,Garfield,2004.0,USA,80.0,English,PG,75367693.0,35000000.0
2145,George and the Dragon,2004.0,USA,93.0,English,PG,,32000000.0
2146,Godsend,2004.0,USA,102.0,English,PG-13,14334645.0,25000000.0
2147,Guiana 1838,2004.0,USA,120.0,English,Unrated,227241.0,
2148,Harold & Kumar Go to White Castle,2004.0,USA,88.0,English,R,18225165.0,9000000.0
2149,Harry Potter and the Prisoner of Azkaban,2004.0,UK,142.0,English,PG,249358727.0,130000000.0
2150,Hellboy,2004.0,USA,132.0,English,PG-13,59035104.0,66000000.0
2151,Hidalgo,2004.0,USA,136.0,English,PG-13,67286731.0,100000000.0
2152,Home on the Range,2004.0,USA,76.0,English,PG,50026353.0,110000000.0
2153,Hotel Rwanda,2004.0,UK,121.0,English,PG-13,23472900.0,17500000.0
2154,House of D,2004.0,USA,96.0,English,PG-13,371081.0,6000000.0
2155,House of Flying Daggers,2004.0,China,119.0,Mandarin,PG-13,11041228.0,100000000.0
2156,Howl's Moving Castle,2004.0,Japan,119.0,Japanese,PG,4710455.0,24000000.0
2157,I Heart Huckabees,2004.0,USA,107.0,English,R,12784713.0,22000000.0
2158,"I, Robot",2004.0,USA,115.0,English,PG-13,144795350.0,120000000.0
2159,Imaginary Heroes,2004.0,USA,111.0,English,R,228524.0,4000000.0
2160,In Good Company,2004.0,USA,109.0,English,PG-13,45489752.0,26000000.0
2161,Incident at Loch Ness,2004.0,UK,94.0,English,PG-13,36830.0,1400000.0
2162,It's All Gone Pete Tong,2004.0,UK,90.0,English,R,120620.0,
2163,Jersey Girl,2004.0,USA,102.0,English,PG-13,25266129.0,35000000.0
2164,Johnson Family Vacation,2004.0,USA,97.0,English,PG-13,31179516.0,12000000.0
2165,Kill Bill: Vol. 2,2004.0,USA,137.0,English,R,66207920.0,30000000.0
2166,Kinsey,2004.0,USA,118.0,English,R,10214647.0,11000000.0
2167,Kung Fu Hustle,2004.0,Hong Kong,99.0,Cantonese,R,17104669.0,20000000.0
2168,Ladder 49,2004.0,USA,115.0,English,PG-13,74540762.0,55000000.0
2169,Laws of Attraction,2004.0,Ireland,90.0,English,PG-13,17848322.0,28000000.0
2170,Layer Cake,2004.0,UK,105.0,English,R,2338695.0,4000000.0
2171,Little Black Book,2004.0,USA,105.0,English,PG-13,20422207.0,35000000.0
2172,Live-In Maid,2004.0,Argentina,83.0,Spanish,Unrated,,800000.0
2173,Man on Fire,2004.0,USA,146.0,English,R,77862546.0,70000000.0
2174,Maria Full of Grace,2004.0,Colombia,101.0,Spanish,R,6517198.0,3000000.0
2175,Mean Creek,2004.0,USA,90.0,English,R,603943.0,500000.0
2176,Mean Girls,2004.0,USA,97.0,English,PG-13,86049418.0,17000000.0
2177,Meet the Fockers,2004.0,USA,106.0,English,PG-13,279167575.0,80000000.0
2178,Million Dollar Baby,2004.0,USA,132.0,English,PG-13,100422786.0,30000000.0
2179,Mindhunters,2004.0,USA,101.0,English,R,4476235.0,27000000.0
2180,Miracle,2004.0,USA,135.0,English,PG,64371181.0,28000000.0
2181,Mr 3000,2004.0,USA,104.0,English,PG-13,21800302.0,30000000.0
2182,My Baby's Daddy,2004.0,USA,86.0,English,PG-13,17321573.0,
2183,My Date with Drew,2004.0,USA,90.0,English,PG,85222.0,1100.0
2184,My Summer of Love,2004.0,UK,86.0,English,R,992238.0,1700000.0
2185,Napoleon Dynamite,2004.0,USA,92.0,English,PG,44540956.0,400000.0
2186,National Treasure,2004.0,USA,131.0,English,PG,173005002.0,100000000.0
2187,New York Minute,2004.0,USA,91.0,English,PG,14018364.0,30000000.0
2188,Night Watch,2004.0,Russia,104.0,Russian,R,1487477.0,4200000.0
2189,November,2004.0,USA,78.0,English,R,191309.0,150000.0
2190,Ocean's Twelve,2004.0,USA,125.0,English,PG-13,125531634.0,110000000.0
2191,On the Downlow,2004.0,USA,84.0,English,,,
2192,On the Outs,2004.0,USA,86.0,English,R,,
2193,Paparazzi,2004.0,USA,84.0,English,PG-13,15712072.0,20000000.0
2194,"Peace, Propaganda & the Promised Land",2004.0,USA,80.0,English,,,70000.0
2195,Primer,2004.0,USA,77.0,English,PG-13,424760.0,7000.0
2196,Proud,2004.0,USA,87.0,English,PG,,1000000.0
2197,Raise Your Voice,2004.0,USA,103.0,English,PG,10411980.0,15000000.0
2198,Raising Helen,2004.0,USA,119.0,English,PG-13,37486138.0,50000000.0
2199,Ray,2004.0,USA,178.0,English,PG-13,75305995.0,40000000.0
2200,Resident Evil: Apocalypse,2004.0,Germany,98.0,English,R,50740078.0,45000000.0
2201,Riding Giants,2004.0,USA,105.0,English,PG-13,2276368.0,
2202,Saint Ralph,2004.0,Canada,98.0,English,PG-13,795126.0,6000000.0
2203,Saved!,2004.0,USA,92.0,English,PG-13,8786715.0,5000000.0
2204,Saving Face,2004.0,USA,96.0,English,R,1186323.0,
2205,Saw,2004.0,USA,103.0,English,R,55153403.0,1200000.0
2206,Scooby-Doo 2: Monsters Unleashed,2004.0,USA,93.0,English,PG,84185387.0,80000000.0
2207,Secret Window,2004.0,USA,96.0,English,PG-13,47781388.0,40000000.0
2208,Seed of Chucky,2004.0,Romania,88.0,English,R,17016190.0,12000000.0
2209,Shall We Dance,2004.0,USA,106.0,English,PG-13,57887882.0,50000000.0
2210,Shark Tale,2004.0,USA,90.0,English,PG,160762022.0,75000000.0
2211,Shaun of the Dead,2004.0,UK,99.0,English,R,13464388.0,4000000.0
2212,Short Cut to Nirvana: Kumbh Mela,2004.0,USA,85.0,English,Unrated,381225.0,200000.0
2213,Show Me,2004.0,Canada,97.0,French,R,,900000.0
2214,Shrek 2,2004.0,USA,93.0,English,PG,436471036.0,150000000.0
2215,Sideways,2004.0,USA,126.0,English,R,71502303.0,12000000.0
2216,Sky Captain and the World of Tomorrow,2004.0,USA,106.0,English,PG,37760080.0,70000000.0
2217,Sleepover,2004.0,USA,89.0,English,PG,8070311.0,10000000.0
2218,Soul Plane,2004.0,USA,92.0,English,R,13922211.0,16000000.0
2219,Spanglish,2004.0,USA,131.0,English,PG-13,42044321.0,80000000.0
2220,Spider-Man 2,2004.0,USA,135.0,English,PG-13,373377893.0,200000000.0
2221,Starsky & Hutch,2004.0,USA,101.0,English,PG-13,88200225.0,60000000.0
2222,Steamboy,2004.0,Japan,103.0,Japanese,PG-13,410388.0,2127519898.0
2223,Summer Storm,2004.0,Germany,98.0,German,R,95016.0,2700000.0
2224,Super Size Me,2004.0,USA,100.0,English,PG,11529368.0,65000.0
2225,Superbabies: Baby Geniuses 2,2004.0,Germany,88.0,English,PG,9109322.0,20000000.0
2226,Suspect Zero,2004.0,USA,99.0,English,R,8712564.0,27000000.0
2227,Tae Guk Gi: The Brotherhood of War,2004.0,South Korea,148.0,Korean,R,1110186.0,12800000.0
2228,Teacher's Pet,2004.0,USA,74.0,English,PG,6491350.0,10000000.0
2229,Team America: World Police,2004.0,USA,98.0,English,R,32774834.0,30000000.0
2230,The Alamo,2004.0,USA,137.0,English,PG-13,22406362.0,107000000.0
2231,The Alamo,2004.0,USA,137.0,English,PG-13,22406362.0,107000000.0
2232,The Aviator,2004.0,USA,170.0,English,PG-13,102608827.0,110000000.0
2233,The Big Bounce,2004.0,USA,88.0,English,PG-13,6471394.0,50000000.0
2234,The Blue Butterfly,2004.0,Canada,97.0,English,PG,,12500000.0
2235,The Bourne Supremacy,2004.0,USA,108.0,English,PG-13,176049130.0,75000000.0
2236,The Bridge of San Luis Rey,2004.0,UK,120.0,English,PG,42880.0,24000000.0
2237,The Butterfly Effect,2004.0,USA,120.0,English,R,23947.0,13000000.0
2238,The Case of the Grinning Cat,2004.0,France,59.0,French,,,150000.0
2239,The Chorus,2004.0,France,97.0,French,PG-13,3629758.0,5500000.0
2240,The Chronicles of Riddick,2004.0,USA,134.0,English,PG-13,57637485.0,105000000.0
2241,The Cookout,2004.0,USA,97.0,English,PG-13,11540112.0,
2242,The Day After Tomorrow,2004.0,USA,124.0,English,PG-13,186739919.0,125000000.0
2243,The Girl Next Door,2004.0,USA,110.0,English,R,14589444.0,25000000.0
2244,The Grudge,2004.0,USA,98.0,English,PG-13,110175871.0,10000000.0
2245,The Holy Girl,2004.0,Argentina,106.0,Spanish,R,304124.0,1400000.0
2246,The I Inside,2004.0,UK,90.0,English,R,,8800000.0
2247,The Incredibles,2004.0,USA,115.0,English,PG,261437578.0,92000000.0
2248,The Ladykillers,2004.0,USA,104.0,English,R,39692139.0,35000000.0
2249,The Last Shot,2004.0,USA,93.0,English,R,463730.0,
2250,The Libertine,2004.0,UK,114.0,English,R,4829497.0,
2251,The Life Aquatic with Steve Zissou,2004.0,USA,119.0,English,R,24006726.0,50000000.0
2252,The Machinist,2004.0,Spain,94.0,English,R,1082044.0,5000000.0
2253,The Manchurian Candidate,2004.0,USA,129.0,English,R,65948711.0,80000000.0
2254,The Merchant of Venice,2004.0,USA,131.0,English,R,3752725.0,18000000.0
2255,The Notebook,2004.0,USA,123.0,English,PG-13,64286.0,29000000.0
2256,The Passion of the Christ,2004.0,USA,120.0,Aramaic,R,499263.0,30000000.0
2257,The Phantom of the Opera,2004.0,UK,143.0,English,PG-13,51225796.0,70000000.0
2258,The Polar Express,2004.0,USA,100.0,English,G,665426.0,165000000.0
2259,The Prince and Me,2004.0,USA,111.0,English,PG,28165882.0,
2260,The Princess Diaries 2: Royal Engagement,2004.0,USA,113.0,English,G,95149435.0,40000000.0
2261,The Punisher,2004.0,USA,140.0,English,R,33682273.0,33000000.0
2262,The Sea Inside,2004.0,Spain,125.0,Spanish,PG-13,2086345.0,10000000.0
2263,The SpongeBob SquarePants Movie,2004.0,USA,87.0,English,PG,85416609.0,30000000.0
2264,The Stepford Wives,2004.0,USA,93.0,English,PG-13,59475623.0,90000000.0
2265,The Terminal,2004.0,USA,128.0,English,PG-13,77032279.0,60000000.0
2266,The Village,2004.0,USA,108.0,English,PG-13,114195633.0,60000000.0
2267,The Whole Ten Yards,2004.0,USA,98.0,English,PG-13,16323969.0,40000000.0
2268,The Work and the Glory,2004.0,USA,118.0,English,PG,3347439.0,7500000.0
2269,Thunderbirds,2004.0,UK,95.0,English,PG,6768055.0,57000000.0
2270,Torque,2004.0,USA,84.0,English,PG-13,21176322.0,40000000.0
2271,Troy,2004.0,USA,196.0,English,R,133228348.0,175000000.0
2272,Two Brothers,2004.0,France,109.0,English,PG,18947630.0,59660000.0
2273,Vanity Fair,2004.0,USA,141.0,English,PG-13,16123851.0,23000000.0
2274,Veer-Zaara,2004.0,India,192.0,Hindi,,2921738.0,7000000.0
2275,Vera Drake,2004.0,UK,125.0,English,R,3753806.0,11000000.0
2276,Walking Tall,2004.0,USA,86.0,English,PG-13,45860039.0,56000000.0
2277,Welcome to Mooseport,2004.0,USA,110.0,English,PG-13,14469428.0,26000000.0
2278,What the #$*! Do We (K)now!?,2004.0,USA,109.0,English,Unrated,10941801.0,
2279,White Chicks,2004.0,USA,109.0,English,PG-13,69148997.0,37000000.0
2280,Wicker Park,2004.0,USA,114.0,English,PG-13,12831121.0,30000000.0
2281,Wicker Park,2004.0,USA,114.0,English,PG-13,12831121.0,30000000.0
2282,Wimbledon,2004.0,UK,98.0,English,PG-13,16831505.0,31000000.0
2283,Win a Date with Tad Hamilton!,2004.0,USA,95.0,English,PG-13,16964743.0,24000000.0
2284,Without a Paddle,2004.0,USA,95.0,English,PG-13,58156435.0,19000000.0
2285,Woman Thou Art Loosed,2004.0,USA,94.0,English,R,6879730.0,
2286,Yes,2004.0,UK,100.0,English,R,396035.0,1000000.0
2287,You Got Served,2004.0,USA,95.0,English,PG-13,40066497.0,8000000.0
2288,51 Birch Street,2005.0,Germany,90.0,English,Unrated,84689.0,
2289,A History of Violence,2005.0,USA,96.0,English,R,31493782.0,32000000.0
2290,A Lot Like Love,2005.0,USA,107.0,English,PG-13,21835784.0,30000000.0
2291,A Sound of Thunder,2005.0,UK,102.0,English,PG-13,1891821.0,52000000.0
2292,̠on Flux,2005.0,USA,93.0,English,PG-13,25857987.0,62000000.0
2293,Alone in the Dark,2005.0,Canada,94.0,English,R,5132655.0,20000000.0
2294,An American Haunting,2005.0,UK,91.0,English,PG-13,16298046.0,14000000.0
2295,An Unfinished Life,2005.0,USA,108.0,English,PG-13,8535575.0,30000000.0
2296,Are We There Yet?,2005.0,USA,95.0,English,PG,82301521.0,32000000.0
2297,Assault on Precinct 13,2005.0,USA,109.0,English,R,19976073.0,20000000.0
2298,Batman Begins,2005.0,USA,128.0,English,PG-13,205343774.0,150000000.0
2299,Be Cool,2005.0,USA,118.0,English,PG-13,55808744.0,53000000.0
2300,Beauty Shop,2005.0,USA,105.0,English,PG-13,36310118.0,
2301,Because of Winn-Dixie,2005.0,USA,106.0,English,PG,32645546.0,14000000.0
2302,BloodRayne,2005.0,USA,92.0,English,R,1550000.0,25000000.0
2303,Boogeyman,2005.0,USA,89.0,English,PG-13,46363118.0,20000000.0
2304,Boynton Beach Club,2005.0,USA,105.0,English,R,3123749.0,1500000.0
2305,Brokeback Mountain,2005.0,USA,134.0,English,R,83025853.0,14000000.0
2306,Camping sauvage,2005.0,France,79.0,French,,,
2307,Capote,2005.0,Canada,110.0,English,R,28747570.0,7000000.0
2308,Cavite,2005.0,Philippines,80.0,English,Not Rated,70071.0,7000.0
2309,Charlie and the Chocolate Factory,2005.0,USA,115.0,English,PG,206456431.0,150000000.0
2310,Cheaper by the Dozen 2,2005.0,USA,94.0,English,PG,82569532.0,60000000.0
2311,Chicken Little,2005.0,USA,81.0,English,G,135381507.0,150000000.0
2312,Chicken Tikka Masala,2005.0,UK,90.0,English,,,1200000.0
2313,Chocolate: Deep Dark Secrets,2005.0,India,160.0,Hindi,,49000.0,1500000.0
2314,Cinderella Man,2005.0,USA,144.0,English,PG-13,61644321.0,88000000.0
2315,Coach Carter,2005.0,USA,136.0,English,PG-13,67253092.0,30000000.0
2316,Conversations with Other Women,2005.0,UK,84.0,English,R,379122.0,450000.0
2317,Corpse Bride,2005.0,USA,77.0,English,PG,53337608.0,40000000.0
2318,Cry_Wolf,2005.0,USA,90.0,English,PG-13,10042266.0,1000000.0
2319,Cursed,2005.0,USA,99.0,English,PG-13,19294901.0,35000000.0
2320,Dark Water,2005.0,USA,103.0,English,PG-13,25472967.0,30000000.0
2321,Dave Chappelle's Block Party,2005.0,USA,100.0,English,R,11694528.0,3000000.0
2322,Derailed,2005.0,USA,112.0,English,R,36020063.0,22000000.0
2323,Deuce Bigalow: European Gigolo,2005.0,USA,83.0,English,R,22264487.0,22000000.0
2324,Diary of a Mad Black Woman,2005.0,USA,116.0,English,PG-13,50382128.0,5500000.0
2325,Dil Jo Bhi Kahey...,2005.0,India,,English,,129319.0,70000000.0
2326,Domino,2005.0,France,127.0,English,R,10137232.0,50000000.0
2327,Doom,2005.0,UK,113.0,English,R,28031250.0,60000000.0
2328,Down in the Valley,2005.0,USA,108.0,English,R,568695.0,8000000.0
2329,Dreamer: Inspired by a True Story,2005.0,USA,98.0,English,PG,32701088.0,32000000.0
2330,Duma,2005.0,USA,100.0,English,PG,860002.0,12000000.0
2331,Dungeons & Dragons: Wrath of the Dragon God,2005.0,Germany,105.0,English,Not Rated,,15000000.0
2332,Edmond,2005.0,USA,82.0,English,R,131617.0,10000000.0
2333,Elektra,2005.0,Canada,100.0,English,PG-13,24407944.0,43000000.0
2334,Elizabethtown,2005.0,USA,123.0,English,PG-13,26838389.0,57000000.0
2335,End of the Spear,2005.0,USA,108.0,English,PG-13,11703287.0,10000000.0
2336,Fateless,2005.0,Hungary,134.0,Hungarian,R,195888.0,2500000000.0
2337,Feast,2005.0,USA,95.0,English,R,,3200000.0
2338,Fetching Cody,2005.0,Canada,87.0,English,,,1500000.0
2339,Fever Pitch,2005.0,USA,104.0,English,PG-13,42071069.0,30000000.0
2340,Flightplan,2005.0,USA,98.0,English,PG-13,89706988.0,55000000.0
2341,Forty Shades of Blue,2005.0,USA,108.0,English,R,,1500000.0
2342,Four Brothers,2005.0,USA,109.0,English,R,74484168.0,45000000.0
2343,Fun with Dick and Jane,2005.0,USA,90.0,English,PG-13,110332737.0,100000000.0
2344,Get Rich or Die Tryin',2005.0,USA,117.0,English,R,30981850.0,40000000.0
2345,Goal! The Dream Begins,2005.0,USA,118.0,English,PG-13,4280577.0,10000000.0
2346,"Good Night, and Good Luck.",2005.0,USA,93.0,English,PG,31501218.0,7500000.0
2347,Guess Who,2005.0,USA,105.0,English,PG-13,67962333.0,35000000.0
2348,Hard Candy,2005.0,USA,104.0,English,R,1007962.0,950000.0
2349,Harry Potter and the Goblet of Fire,2005.0,UK,157.0,English,PG-13,289994397.0,150000000.0
2350,Harsh Times,2005.0,USA,116.0,English,R,3335839.0,2000000.0
2351,Herbie Fully Loaded,2005.0,USA,101.0,English,G,66002004.0,50000000.0
2352,Hide and Seek,2005.0,USA,101.0,English,R,51097664.0,30000000.0
2353,Hitch,2005.0,USA,118.0,English,PG-13,177575142.0,70000000.0
2354,Hoodwinked!,2005.0,USA,80.0,English,PG,51053787.0,17500000.0
2355,Hostage,2005.0,USA,113.0,English,R,34636443.0,52000000.0
2356,Hostel,2005.0,USA,93.0,English,R,47277326.0,4800000.0
2357,House of Sand,2005.0,Brazil,115.0,Portuguese,R,,8000000.0
2358,House of Wax,2005.0,Australia,108.0,English,R,32048809.0,30000000.0
2359,House of Wax,2005.0,Australia,108.0,English,R,32048809.0,30000000.0
2360,Hustle & Flow,2005.0,USA,116.0,English,R,22201636.0,8000000.0
2361,Ice Princess,2005.0,USA,98.0,English,G,24381334.0,
2362,Imagine Me & You,2005.0,UK,90.0,English,R,671240.0,7900000.0
2363,Inside Deep Throat,2005.0,USA,89.0,English,NC-17,653621.0,2000000.0
2364,Insomnia Manica,2005.0,USA,127.0,English,,,500000.0
2365,Into the Blue,2005.0,USA,110.0,English,PG-13,18472363.0,50000000.0
2366,Jarhead,2005.0,Germany,125.0,English,R,62647540.0,70000000.0
2367,Joyeux Noel,2005.0,France,116.0,French,PG-13,1050445.0,22000000.0
2368,Just Like Heaven,2005.0,USA,95.0,English,PG-13,48291624.0,58000000.0
2369,Kicking & Screaming,2005.0,USA,95.0,English,PG,52580895.0,45000000.0
2370,King Kong,2005.0,New Zealand,201.0,English,PG-13,218051260.0,207000000.0
2371,King Kong,2005.0,New Zealand,201.0,English,PG-13,218051260.0,207000000.0
2372,King Kong,2005.0,New Zealand,201.0,English,PG-13,218051260.0,207000000.0
2373,King's Ransom,2005.0,USA,95.0,English,PG-13,4006906.0,15000000.0
2374,Kingdom of Heaven,2005.0,USA,194.0,English,R,47396698.0,130000000.0
2375,Kiss Kiss Bang Bang,2005.0,USA,103.0,English,R,4235837.0,15000000.0
2376,Lady Vengeance,2005.0,South Korea,112.0,Korean,R,211667.0,4200000000.0
2377,Land of the Dead,2005.0,Canada,97.0,English,R,20433940.0,15000000.0
2378,London,2005.0,UK,92.0,English,R,12667.0,14000.0
2379,Lonesome Jim,2005.0,USA,91.0,English,R,154077.0,500000.0
2380,Lord of War,2005.0,USA,122.0,English,R,24127895.0,50000000.0
2381,Lords of Dogtown,2005.0,USA,107.0,English,PG-13,11008432.0,25000000.0
2382,Mad Hot Ballroom,2005.0,USA,105.0,English,PG,8044906.0,
2383,Madagascar,2005.0,USA,86.0,English,PG,193136719.0,75000000.0
2384,Man of the House,2005.0,USA,100.0,English,PG-13,19118247.0,40000000.0
2385,Manderlay,2005.0,Denmark,139.0,English,Not Rated,74205.0,14200000.0
2386,March of the Penguins,2005.0,France,80.0,French,G,77413017.0,8000000.0
2387,Match Point,2005.0,UK,119.0,English,R,23089926.0,15000000.0
2388,Me and You and Everyone We Know,2005.0,USA,91.0,English,R,3885134.0,2000000.0
2389,Memoirs of a Geisha,2005.0,USA,145.0,English,PG-13,57010853.0,85000000.0
2390,Mirrormask,2005.0,UK,101.0,English,PG,864959.0,4000000.0
2391,Miss Congeniality 2: Armed and Fabulous,2005.0,USA,115.0,English,PG-13,48472213.0,45000000.0
2392,Monster-in-Law,2005.0,Germany,101.0,English,PG-13,82931301.0,60000000.0
2393,Mr. & Mrs. Smith,2005.0,USA,126.0,English,PG-13,186336103.0,120000000.0
2394,Mrs Henderson Presents,2005.0,UK,103.0,English,R,11034436.0,20000000.0
2395,Munich,2005.0,France,163.0,English,R,47379090.0,70000000.0
2396,Murderball,2005.0,USA,88.0,English,R,1523883.0,1750211.0
2397,Must Love Dogs,2005.0,USA,98.0,English,PG-13,43894863.0,30000000.0
2398,Mutual Appreciation,2005.0,USA,109.0,English,R,,
2399,My Big Fat Independent Movie,2005.0,USA,80.0,English,R,,3000000.0
2400,Nanny McPhee,2005.0,USA,97.0,English,PG,47124400.0,25000000.0
2401,Neal 'N' Nikki,2005.0,India,97.0,English,,100358.0,1500000.0
2402,Nomad: The Warrior,2005.0,France,112.0,Kazakh,R,77231.0,25000000.0
2403,North Country,2005.0,USA,126.0,English,R,18324242.0,35000000.0
2404,Oliver Twist,2005.0,UK,130.0,English,PG-13,1987287.0,50000000.0
2405,Pooh's Heffalump Movie,2005.0,USA,68.0,English,G,18081626.0,20000000.0
2406,Pride & Prejudice,2005.0,France,135.0,English,PG,38372662.0,28000000.0
2407,Racing Stripes,2005.0,USA,102.0,English,PG,49186871.0,
2408,Red Eye,2005.0,USA,85.0,English,PG-13,57859105.0,26000000.0
2409,Rent,2005.0,USA,135.0,English,PG-13,29077547.0,40000000.0
2410,Rize,2005.0,USA,86.0,English,PG-13,3278611.0,
2411,Robots,2005.0,USA,91.0,English,PG,128200012.0,75000000.0
2412,Roll Bounce,2005.0,USA,112.0,English,PG-13,17378977.0,
2413,Romance & Cigarettes,2005.0,USA,105.0,English,R,540085.0,
2414,Sahara,2005.0,UK,124.0,English,PG-13,68642452.0,130000000.0
2415,Saw II,2005.0,USA,95.0,English,R,87025093.0,4000000.0
2416,Serenity,2005.0,USA,119.0,English,PG-13,25335935.0,40000000.0
2417,Shopgirl,2005.0,USA,106.0,English,R,10281585.0,
2418,Sin City,2005.0,USA,147.0,English,R,74098862.0,40000000.0
2419,Sisters in Law,2005.0,Cameroon,104.0,English,Not Rated,32631.0,
2420,Sky High,2005.0,USA,100.0,English,PG,63939454.0,35000000.0
2421,Slow Burn,2005.0,USA,93.0,English,R,1181197.0,15500000.0
2422,Son of the Mask,2005.0,USA,94.0,English,PG,17010646.0,84000000.0
2423,Star Wars: Episode III - Revenge of the Sith,2005.0,USA,140.0,English,PG-13,380262555.0,113000000.0
2424,Stealth,2005.0,USA,121.0,English,PG-13,31704416.0,135000000.0
2425,Supercross,2005.0,USA,80.0,English,PG-13,3101301.0,
2426,Syriana,2005.0,USA,128.0,English,R,50815288.0,50000000.0
2427,Syriana,2005.0,USA,128.0,English,R,50815288.0,50000000.0
2428,Thank You for Smoking,2005.0,USA,92.0,English,R,24792061.0,6500000.0
2429,The 40-Year-Old Virgin,2005.0,USA,133.0,English,R,109243478.0,26000000.0
2430,The Adventures of Sharkboy and Lavagirl 3-D,2005.0,USA,93.0,English,PG,39177541.0,50000000.0
2431,The Amityville Horror,2005.0,USA,90.0,English,R,64255243.0,19000000.0
2432,The Ballad of Jack and Rose,2005.0,USA,112.0,English,R,712294.0,1500000.0
2433,The Blood of My Brother,2005.0,USA,90.0,English,,,120000.0
2434,The Brothers Grimm,2005.0,USA,118.0,English,PG-13,37899638.0,88000000.0
2435,The Californians,2005.0,USA,87.0,English,PG,,
2436,The Call of Cthulhu,2005.0,USA,47.0,English,,,50000.0
2437,The Cave,2005.0,USA,93.0,English,PG-13,14888028.0,30000000.0
2438,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005.0,USA,150.0,English,PG,291709845.0,180000000.0
2439,The Chumscrubber,2005.0,USA,108.0,English,R,49526.0,6800000.0
2440,The Constant Gardener,2005.0,UK,129.0,English,R,33565375.0,15000000.0
2441,The Curse of the Were-Rabbit,2005.0,UK,85.0,English,G,56068547.0,30000000.0
2442,The Dark Hours,2005.0,Canada,80.0,English,R,,500000.0
2443,The Descent,2005.0,UK,100.0,English,R,26005908.0,3500000.0
2444,The Devil's Rejects,2005.0,USA,109.0,English,R,16901126.0,7000000.0
2445,The Dukes of Hazzard,2005.0,USA,107.0,English,PG-13,80270227.0,50000000.0
2446,The Exorcism of Emily Rose,2005.0,USA,122.0,English,PG-13,75072454.0,20000000.0
2447,The Family Stone,2005.0,USA,103.0,English,PG-13,6061759.0,17000000.0
2448,The Game of Their Lives,2005.0,USA,101.0,English,PG,375474.0,20000000.0
